"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"서울특별시 종로구청",서울특별시 종로구 지봉로5길 5,서울특별시 종로구 창신동 237,다목적,3,200,360도전방면,30,2015-12,02-2148-4301,37.574241,127.015142,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창신4가길 18,서울특별시 종로구 창신동 647-9,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.5744464,127.010299,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창신11길 26,서울특별시 종로구 창신동 23-557,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.578591,127.010297,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 지봉로5길 43,서울특별시 종로구 창신동 114-2,생활방범,2,200,360도전방면,30,2015-12,02-2148-4301,37.575634,127.013983,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 지봉로 100-16,서울특별시 종로구 숭인동 11-2,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.579356,127.015745,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 동망산1길 13,서울특별시 종로구 숭인동 32-26,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.578975,127.017701,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 지봉로12가길 54,서울특별시 종로구 숭인동 70-12,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.574895,127.016835,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 종로 351-6,서울특별시 종로구 숭인동 97,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.573615,127.016547,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 종로57길 5-4,서울특별시 종로구 숭인동 100-1,생활방범,1,200,카메라 전면(고정),30,2015-12,02-2148-4301,37.573557,127.016691,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 숭인동1가길 28,서울특별시 종로구 숭인동 672,생활방범,4,200,360도전방면,30,2015-12,02-2148-4301,37.5778201,127.021516,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창경궁로31길 22,서울특별시 종로구 명륜2가 159-3,생활방범,1,200,카메라 전면(고정),30,2015-12,02-2148-4301,37.584274,126.998603,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 숭인동1다길 23-4,서울특별시 종로구 숭인동 181-152,생활방범,4,200,360도전방면,30,2015-12,02-2148-4301,37.577001,127.018902,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 지봉로5길 7-5,서울특별시 종로구 창신동 222-8,생활방범,3,200,카메라 전면(고정),30,2015-12,02-2148-4301,37.573614,127.014415,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 동순라길 78-3,서울특별시 종로구 원남동 265,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.574079,126.996355,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 보문로3길 11,서울특별시 종로구 숭인동 1147,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.576571,127.022696,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 홍지문길 28,서울특별시 종로구 홍지동 69-3,생활방범,4,200,360도전방면,30,2015-12,02-2148-4301,37.6016577,126.957049,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 지봉로7길 23,서울특별시 종로구 창신동 67,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.5753611,127.015225,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 사직로1마길 2-6,서울특별시 종로구 행촌동 210-174,생활방범,4,200,360도전방면,30,2015-12,02-2148-4301,37.574248,126.962736,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 사직로1다길 11,서울특별시 종로구 행촌동 210-333,생활방범,1,200,카메라 전면(고정),30,2017-09,02-2148-4301,37.574215,126.962871,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로42길 57,서울특별시 종로구 신영동 158-5,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.600351,126.962784,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 백석동길 259,서울특별시 종로구 부암동 151,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.597277,126.966233,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 명륜3길 10,서울특별시 종로구 명륜3가 1-28,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.588888,126.994202,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 성균관로13길 13,서울특별시 종로구 명륜1가 7-2,생활방범,4,200,360도전방면,30,2015-12,02-2148-4301,37.589798,126.9969789,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 옥인6길 39,서울특별시 종로구 누상동 166-16,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5803648,126.9648476,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 옥인6길 23,서울특별시 종로구 누상동 166-125,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.580918,126.964765,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 옥인6길 32,서울특별시 종로구 누상동 166-214,생활방범,1,200,카메라 전면(고정),30,2013-12,02-2148-4301,37.580905,126.964573,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 옥인3길 32-1,서울특별시 종로구 누상동 166-3,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5799517,126.9656944,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 옥인길 40,서울특별시 종로구 옥인동 171-1,생활방범,4,200,360도전방면,30,2012-02,02-2148-4301,37.581068,126.966577,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 필운대로5나길 26,서울특별시 종로구 누상동 80,생활방범,2,200,360도전방면,30,2011-04,02-2148-4301,37.5800658,126.9669432,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 필운대로5나길 26,서울특별시 종로구 누상동 80,생활방범,1,41,카메라 전면(고정),30,2011-04,02-2148-4301,37.5800658,126.9669432,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로23길 19,서울특별시 종로구 신교동 17-47,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.583301,126.969177,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 필운대로 116,서울특별시 종로구 신교동 59,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5837314,126.9701915,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 필운대로13길 17-1,서울특별시 종로구 신교동 2-20,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5849689,126.9666258,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 옥인6가길 8,서울특별시 종로구 누상동 166-114,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5815663,126.964933,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로14길 13,서울특별시 종로구 창성동 98-2,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5806947,126.9716901,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로30길 15,서울특별시 종로구 청운동 82,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5855045,126.9707093,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로33다길 28,서울특별시 종로구 청운동 52-50,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5874034,126.9669442,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로33가길 6,서울특별시 종로구 청운동 52-6,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5866397,126.9684822,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로33가길 27,서울특별시 종로구 청운동 53-76,생활방범,2,200,360도전방면,30,2011-04,02-2148-4301,37.5875512,126.9682904,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로33가길 27,서울특별시 종로구 청운동 53-76,생활방범,1,41,카메라 전면(고정),30,2011-04,02-2148-4301,37.5875512,126.9682904,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로33길 2,서울특별시 종로구 청운동 59-1,생활방범,2,200,360도전방면,30,2011-04,02-2148-4301,37.5861563,126.969818,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로33가길 27,서울특별시 종로구 청운동 59-1,생활방범,1,41,카메라 전면(고정),30,2011-04,02-2148-4301,37.5874392,126.969818,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로9길 29,서울특별시 종로구 누하동 217,생활방범,3,200,360도전방면,30,2011-04,02-2148-4301,37.5793889,126.9696358,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로15길 26,서울특별시 종로구 통인동 31-25,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5806769,126.9694099,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 계동4길 19,서울특별시 종로구 계동 34-1,생활방범,1,200,카메라 전면(고정),30,2015-12,02-2148-4301,37.582416,126.987961,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 종로53길 22-4,서울특별시 종로구 창신동 197-27,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.573496,127.013926,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로4길 14-14,서울특별시 종로구 통의동 35-44,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.5769824,126.9727589,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로4길 14-8,서울특별시 종로구 통의동 35-45,생활방범,1,200,카메라 전면(고정),30,2015-12,02-2148-4301,37.577049,126.972905,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 옥인5길 7,서울특별시 종로구 옥인동 180,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.582428,126.964806,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 경희궁3나길 2,서울특별시 종로구 사직동 311-6,생활방범,4,200,360도전방면,30,2015-12,02-2148-4301,37.573822,126.967213,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창경궁로26길 28,서울특별시 종로구 명륜4가 206-24,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.581804,126.999172,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창신11길 61,서울특별시 종로구 창신동 23-470,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.577274,127.011564,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 혜화로8길 4,서울특별시 종로구 혜화동 16-7,생활방범,4,200,360도전방면,30,2015-12,02-2148-4301,37.587898,127.0000974,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 동숭4길 17,서울특별시 종로구 동숭동 10,생활방범,2,200,360도전방면,30,2015-12,02-2148-4301,37.5835116,127.004644,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창덕궁4길 40,서울특별시 종로구 원서동 76-42,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.582532,126.988169,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 율곡로8길 37,서울특별시 종로구 와룡동 42,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.575663,126.990911,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로5길 35,서울특별시 종로구 필운동 176-1,생활방범,2,200,360도전방면,30,2015-12,02-2148-4301,37.577797,126.969932,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 비봉2길 32,서울특별시 종로구 구기동 138-1,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.612496,126.958917,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창6길 18,서울특별시 종로구 평창동 489-1,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.614664,126.9711214,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 종로63다길 20,서울특별시 종로구 숭인동 72-24,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.574054,127.017678,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 종로63길 5,서울특별시 종로구 숭인동 72-11,생활방범,4,200,360도전방면,30,2015-12,02-2148-4301,37.574376,127.018632,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 종로63가길 22,서울특별시 종로구 숭인동 178-178,생활방범,2,200,360도전방면,30,2015-12,02-2148-4301,37.575206,127.019111,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 종로63가길 17,서울특별시 종로구 숭인동 72-168,생활방범,1,200,카메라 전면(고정),30,2015-12,02-2148-4301,37.574916,127.0189984,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 종로63가길 79,서울특별시 종로구 숭인동 181-145,생활방범,2,200,360도전방면,30,2015-12,02-2148-4301,37.577312,127.018672,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 종로63가길 79,서울특별시 종로구 숭인동 181-145,생활방범,1,200,카메라 전면(고정),30,2015-12,02-2148-4301,37.5773962,127.0186482,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 청계천로 291,서울특별시 종로구 창신동 436-79,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.570081,127.009977,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 율곡로13가길 28,서울특별시 종로구 연건동 289-1,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.576772,126.999566,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로7길 78,서울특별시 종로구 통인동 46-28,생활방범,1,41,카메라 전면(고정),30,2011-04,02-2148-4301,37.5804556,126.9687049,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로7길 69,서울특별시 종로구 누하동 20,생활방범,1,200,카메라 전면(고정),30,2015-12,02-2148-4301,37.580224,126.969016,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 필운대로9길 5,서울특별시 종로구 옥인동 48,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5822115,126.9672626,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 필운대로10길 16,서울특별시 종로구 신교동 6-13,생활방범,1,130,360도전방면,30,2011-12,02-2148-4301,37.583654,126.967892,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 필운대로10길 16,서울특별시 종로구 신교동 6-13,생활방범,3,200,카메라 전면(고정),30,2011-12,02-2148-4301,37.583654,126.967892,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 사직로5길 29,서울특별시 종로구 사직동 287,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5743985,126.9651299,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 사직로5길 9-1,서울특별시 종로구 사직동 280-1,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.574335,126.965637,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 인왕산로1길 29,서울특별시 종로구 사직동 304-36,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5736182,126.9639237,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 세종대로 141,서울특별시 종로구 태평로1가 68-1,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.568989,126.976456,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 필운대로2길 16,서울특별시 종로구 체부동 104,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5788121,126.9698937,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로7길 78,서울특별시 종로구 통인동 46-28,생활방범,3,200,360도전방면,30,2011-04,02-2148-4301,37.5804556,126.9687049,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로5가길 18,서울특별시 종로구 체부동 23-2,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.578288,126.970797,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로1길 34,서울특별시 종로구 체부동 213,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5765137,126.9705457,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 효자로7길 20,서울특별시 종로구 통의동 28-2,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.578604,126.973114,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로8길 9,서울특별시 종로구 통의동 98,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.578806,126.972181,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 필운대로1길 7-6,서울특별시 종로구 필운동 32-2,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5771619,126.9687502,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 필운대로1길 32,서울특별시 종로구 필운동 44,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5778375,126.9676754,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 새문안로5길 14-1,서울특별시 종로구 당주동 44-3,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5715476,126.974912,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 새문안로 105,서울특별시 종로구 세종로 204-1,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5705079,126.9763061,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 혜화로3길 20,서울특별시 종로구 명륜1가 49,생활방범,1,41,360도전방면,30,2005-12,02-2148-4301,37.586361,126.999203,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 북촌로15길 27,서울특별시 종로구 삼청동 158-18,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.585635,126.983875,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 삼청로9길 45,서울특별시 종로구 삼청동 5,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.588246,126.9807319,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 북촌로11길 74,서울특별시 종로구 삼청동 35-119,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5839378,126.9832846,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 명륜6길 8-2,서울특별시 종로구 명륜3가 산2-8,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.590078,126.993082,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창신길 191-27,서울특별시 종로구 창신동 615-124,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.579352,127.008739,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 지봉로12길 9,서울특별시 종로구 숭인동 56-78,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.577074,127.016204,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 숭인동길 53-15,서울특별시 종로구 숭인동 691,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.577381,127.021571,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 사직로5길 36,서울특별시 종로구 사직동 284,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.573993,126.9648706,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 사직로9길 15-25,서울특별시 종로구 사직동 262-197,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.576551,126.965679,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로40길 19-2,서울특별시 종로구 부암동 208-11,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.595577,126.964732,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창의문로5나길 2,서울특별시 종로구 부암동 329-21,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.590962,126.9641706,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창4길 21-2,서울특별시 종로구 평창동 562-32,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.609613,126.963253,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창길 44,서울특별시 종로구 구기동 17-13,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.607636,126.961544,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 성균관로 40,서울특별시 종로구 명륜1가 83-5,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.586529,126.996745,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창길 38,서울특별시 종로구 평창동 345-63,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.607083,126.962253,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 진흥로22길 47,서울특별시 종로구 구기동 50-5,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.605996,126.956637,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창문화로 72-21,서울특별시 종로구 평창동 192-1,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.606276,126.970315,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창3길 13,서울특별시 종로구 평창동 345-32,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.607078,126.964147,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창덕궁4길 12,서울특별시 종로구 원서동 86-22,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.581889,126.9889912,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 인사동7길 6,서울특별시 종로구 관훈동 197-24,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.573053,126.985715,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 필운대로 33-7,서울특별시 종로구 누하동 179-2,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.579057,126.968326,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 낙산길,서울특별시 종로구 창신동 611-36,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.580234,127.010482,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 백석동2길 35-1,서울특별시 종로구 부암동 61,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.598561,126.970309,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 통일로18가길 39,서울특별시 종로구 무악동 산 2-24,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.577549,126.959971,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 돈화문로5가길 1,서울특별시 종로구 돈의동 137,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.570839,126.991698,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창10길 5,서울특별시 종로구 평창동 234-9,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.605437,126.967439,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 북촌로11다길 30,서울특별시 종로구 삼청동 35-63,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5834412,126.9825954,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 북촌로5나길 11,서울특별시 종로구 화동 25-1,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.581104,126.982183,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 북촌로5가길 12-19,서울특별시 종로구 화동 87-2,생활방범,1,41,카메라 전면(고정),30,2011-04,02-2148-4301,37.5805912,126.9822047,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 윤보선길 10,서울특별시 종로구 안국동 170,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5766031,126.9843822,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로40길 6,서울특별시 종로구 부암동 208-40,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.595189,126.963993,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창의문로 145,서울특별시 종로구 부암동 265-21,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.592786,126.964065,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 백석동1길 2,서울특별시 종로구 부암동 46-1,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5942485,126.9682826,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 백석동길 232,서울특별시 종로구 부암동 91,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5980517,126.9670704,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 세검정로7나길 14,서울특별시 종로구 신영동 214-43,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.6037028,126.9599191,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창1길 22,서울특별시 종로구 신영동 5-12,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.6051597,126.9626975,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 북촌로11나길 26,서울특별시 종로구 삼청동 35-169,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5821066,126.9821919,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로 302-5,서울특별시 종로구 홍지동 103-17,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5998149,126.959638,2018-02-09
